Order ID,Order Date,Customer ID,Product ID,Category,Sales,Quantity,Profit
US-2015-150630,17-09-2015,TB-21520,OFF-EN-10001509,Office Supplies,3.26,2.00,1.10
US-2015-150630,17-09-2015,TB-21520,OFF-AR-10004042,Office Supplies,86.30,6.00,9.71
US-2015-150630,17-09-2015,TB-21520,OFF-BI-10001525,Office Supplies,6.86,6.00,-5.72
US-2015-150630,17-09-2015,TB-21520,OFF-AR-10001683,Office Supplies,15.76,2.00,3.55
CA-2017-107727,19-10-2017,MA-17560,OFF-PA-10000249,Office Supplies,29.47,3.00,9.95
CA-2016-117590,08-12-2016,GH-14485,TEC-PH-10004977,Technology,1097.54,7.00,123.47
CA-2016-117590,08-12-2016,GH-14485,FUR-FU-10003664,Furniture,190.92,5.00,-147.96
CA-2015-117415,27-12-2015,SN-20710,OFF-EN-10002986,Office Supplies,113.33,9.00,35.42
CA-2015-117415,27-12-2015,SN-20710,FUR-BO-10002545,Furniture,532.40,3.00,-46.98
CA-2015-117415,27-12-2015,SN-20710,FUR-CH-10004218,Furniture,212.06,3.00,-15.15
CA-2015-117415,27-12-2015,SN-20710,TEC-PH-10000486,Technology,371.17,4.00,41.76
CA-2017-120999,10-09-2017,LC-16930,TEC-PH-10004093,Technology,147.17,4.00,16.56
CA-2016-101343,17-07-2016,RA-19885,OFF-ST-10003479,Office Supplies,77.88,2.00,3.89
CA-2017-139619,19-09-2017,ES-14080,OFF-ST-10003282,Office Supplies,95.62,2.00,9.56
CA-2016-118255,11-03-2016,ON-18715,TEC-AC-10000171,Technology,45.98,2.00,19.77
CA-2016-118255,11-03-2016,ON-18715,OFF-BI-10003291,Office Supplies,17.46,2.00,8.21
CA-2014-146703,20-10-2014,PO-18865,OFF-ST-10001713,Office Supplies,211.96,4.00,8.48
CA-2016-169194,20-06-2016,LH-16900,TEC-AC-10002167,Technology,45.00,3.00,4.95
CA-2016-169194,20-06-2016,LH-16900,TEC-PH-10003988,Technology,21.80,2.00,6.10
CA-2015-115742,18-04-2015,DP-13000,OFF-BI-10004410,Office Supplies,38.22,6.00,17.96
CA-2015-115742,18-04-2015,DP-13000,OFF-LA-10002762,Office Supplies,75.18,6.00,35.33
CA-2015-115742,18-04-2015,DP-13000,FUR-FU-10001706,Furniture,6.16,2.00,2.96
CA-2015-115742,18-04-2015,DP-13000,FUR-CH-10003061,Furniture,89.99,1.00,17.10
CA-2016-105816,11-12-2016,JM-15265,OFF-FA-10000304,Office Supplies,15.26,7.00,6.26
CA-2016-105816,11-12-2016,JM-15265,TEC-PH-10002447,Technology,1029.95,5.00,298.69
CA-2016-111682,17-06-2016,TB-21055,OFF-ST-10000604,Office Supplies,208.56,6.00,52.14
CA-2016-111682,17-06-2016,TB-21055,OFF-PA-10001569,Office Supplies,32.40,5.00,15.55
CA-2016-111682,17-06-2016,TB-21055,FUR-CH-10003968,Furniture,319.41,5.00,7.10
CA-2016-111682,17-06-2016,TB-21055,OFF-PA-10000587,Office Supplies,14.56,2.00,6.99
CA-2016-111682,17-06-2016,TB-21055,TEC-AC-10002167,Technology,30.00,2.00,3.30
CA-2016-111682,17-06-2016,TB-21055,OFF-BI-10001460,Office Supplies,48.48,4.00,16.36
CA-2016-111682,17-06-2016,TB-21055,OFF-AR-10001868,Office Supplies,1.68,1.00,0.84
CA-2015-135545,24-11-2015,KM-16720,TEC-AC-10004633,Technology,13.98,2.00,6.15
CA-2015-135545,24-11-2015,KM-16720,OFF-BI-10001078,Office Supplies,25.82,6.00,9.36
CA-2015-135545,24-11-2015,KM-16720,OFF-PA-10003892,Office Supplies,146.73,3.00,68.96
CA-2015-135545,24-11-2015,KM-16720,FUR-FU-10000397,Furniture,79.76,4.00,22.33
US-2015-164175,30-04-2015,PS-18970,FUR-CH-10001146,Furniture,213.12,5.00,-15.22
CA-2014-106376,05-12-2014,BS-11590,OFF-AR-10002671,Office Supplies,1113.02,8.00,111.30
CA-2014-106376,05-12-2014,BS-11590,TEC-PH-10002726,Technology,167.97,4.00,62.99
CA-2016-119823,04-06-2016,KD-16270,OFF-PA-10000482,Office Supplies,75.88,2.00,35.66
CA-2016-106075,18-09-2016,HM-14980,OFF-BI-10004654,Office Supplies,4.62,1.00,1.73
CA-2017-114440,14-09-2017,TB-21520,OFF-PA-10004675,Office Supplies,19.05,3.00,8.76
US-2015-134026,26-04-2015,JE-15745,FUR-CH-10000513,Furniture,831.94,8.00,-114.39
US-2015-134026,26-04-2015,JE-15745,FUR-FU-10003708,Furniture,97.04,2.00,1.21
US-2015-134026,26-04-2015,JE-15745,OFF-ST-10004123,Office Supplies,72.78,1.00,-18.20
US-2017-118038,09-12-2017,KB-16600,OFF-BI-10004182,Office Supplies,1.25,3.00,-1.93
US-2017-118038,09-12-2017,KB-16600,FUR-FU-10000260,Furniture,9.71,3.00,-5.82
US-2017-118038,09-12-2017,KB-16600,OFF-ST-10000615,Office Supplies,27.24,3.00,2.72
US-2014-147606,26-11-2014,JE-15745,FUR-FU-10003194,Furniture,19.30,5.00,-14.48
CA-2016-127208,12-06-2016,SC-20770,OFF-AP-10002118,Office Supplies,208.16,1.00,56.20
CA-2016-127208,12-06-2016,SC-20770,OFF-BI-10002309,Office Supplies,16.74,3.00,8.04
CA-2014-139451,12-10-2014,DN-13690,OFF-AR-10002053,Office Supplies,14.90,5.00,4.17
CA-2014-139451,12-10-2014,DN-13690,OFF-ST-10002370,Office Supplies,21.39,1.00,6.20
CA-2015-149734,03-09-2015,JC-16105,OFF-EN-10000927,Office Supplies,200.98,7.00,62.81
US-2017-119662,13-11-2017,CS-12400,OFF-ST-10003656,Office Supplies,230.38,3.00,-48.95
CA-2017-140088,28-05-2017,PO-18865,FUR-CH-10000863,Furniture,301.96,2.00,33.22
CA-2017-155558,26-10-2017,PG-18895,TEC-AC-10001998,Technology,19.99,1.00,6.80
CA-2017-155558,26-10-2017,PG-18895,OFF-LA-10000134,Office Supplies,6.16,2.00,2.96
CA-2016-159695,05-04-2016,GM-14455,OFF-ST-10003442,Office Supplies,158.37,7.00,13.86
CA-2016-109806,17-09-2016,JS-15685,OFF-AR-10004930,Office Supplies,20.10,3.00,6.63
CA-2016-109806,17-09-2016,JS-15685,TEC-PH-10004093,Technology,73.58,2.00,8.28
CA-2016-109806,17-09-2016,JS-15685,OFF-PA-10000304,Office Supplies,6.48,1.00,3.11
CA-2015-149587,31-01-2015,KB-16315,OFF-PA-10003177,Office Supplies,12.96,2.00,6.22
CA-2015-149587,31-01-2015,KB-16315,FUR-FU-10003799,Furniture,53.34,3.00,16.54
CA-2015-149587,31-01-2015,KB-16315,OFF-BI-10002852,Office Supplies,32.96,2.00,16.15
US-2017-109484,06-11-2017,RB-19705,OFF-BI-10004738,Office Supplies,5.68,1.00,-3.79
CA-2017-161018,09-11-2017,PN-18775,FUR-FU-10000629,Furniture,96.53,7.00,40.54
CA-2017-157833,17-06-2017,KD-16345,OFF-BI-10001721,Office Supplies,51.31,3.00,17.96
CA-2016-149223,06-09-2016,ER-13855,OFF-AP-10000358,Office Supplies,77.88,6.00,22.59
CA-2016-158568,29-08-2016,RB-19465,OFF-PA-10003256,Office Supplies,64.62,7.00,22.62
CA-2016-158568,29-08-2016,RB-19465,TEC-AC-10001767,Technology,95.98,3.00,-10.80
CA-2016-158568,29-08-2016,RB-19465,OFF-BI-10002609,Office Supplies,1.79,3.00,-3.04
CA-2016-129903,01-12-2016,GZ-14470,OFF-PA-10004040,Office Supplies,23.92,4.00,11.72
US-2015-156867,13-11-2015,LC-16870,TEC-AC-10001552,Technology,238.90,6.00,-26.88
US-2015-156867,13-11-2015,LC-16870,FUR-FU-10004006,Furniture,102.36,3.00,-3.84
US-2015-156867,13-11-2015,LC-16870,OFF-BI-10002794,Office Supplies,36.88,3.00,-25.82
CA-2017-119004,23-11-2017,JM-15250,TEC-AC-10003499,Technology,74.11,8.00,17.60
CA-2017-119004,23-11-2017,JM-15250,TEC-PH-10002844,Technology,27.99,1.00,2.10
CA-2017-119004,23-11-2017,JM-15250,OFF-AR-10000390,Office Supplies,3.30,1.00,1.07
CA-2015-129476,15-10-2015,PA-19060,TEC-AC-10000844,Technology,339.96,5.00,67.99
CA-2017-146780,25-12-2017,CV-12805,FUR-FU-10001934,Furniture,41.96,2.00,10.91
CA-2016-128867,03-11-2016,CL-12565,OFF-AR-10000380,Office Supplies,75.96,2.00,22.79
CA-2016-128867,03-11-2016,CL-12565,OFF-BI-10003981,Office Supplies,27.24,6.00,13.35
CA-2014-115259,25-08-2014,RC-19960,OFF-FA-10000621,Office Supplies,40.10,14.00,14.53
CA-2014-115259,25-08-2014,RC-19960,OFF-EN-10002600,Office Supplies,4.72,2.00,1.65
CA-2014-115259,25-08-2014,RC-19960,OFF-PA-10004965,Office Supplies,23.98,3.00,7.49
CA-2014-115259,25-08-2014,RC-19960,OFF-EN-10002504,Office Supplies,130.46,6.00,44.03
CA-2015-110457,02-03-2015,DK-13090,FUR-TA-10001768,Furniture,787.53,3.00,165.38
US-2015-136476,05-04-2015,GG-14650,OFF-BI-10003650,Office Supplies,157.79,1.00,-115.72
CA-2016-103730,12-06-2016,SC-20725,FUR-FU-10002157,Furniture,47.04,3.00,18.35
CA-2016-103730,12-06-2016,SC-20725,OFF-BI-10003910,Office Supplies,30.84,4.00,13.88
CA-2016-103730,12-06-2016,SC-20725,OFF-ST-10000777,Office Supplies,226.56,6.00,63.44
CA-2016-103730,12-06-2016,SC-20725,OFF-EN-10002500,Office Supplies,115.02,9.00,51.76
CA-2016-103730,12-06-2016,SC-20725,TEC-PH-10003875,Technology,68.04,7.00,19.73
US-2014-152030,26-12-2014,AD-10180,FUR-CH-10004063,Furniture,600.56,3.00,-8.58
US-2014-134614,20-09-2014,PF-19165,FUR-TA-10004534,Furniture,617.70,6.00,-407.68
US-2017-107272,05-11-2017,TS-21610,OFF-BI-10003274,Office Supplies,2.39,2.00,-1.83
US-2017-107272,05-11-2017,TS-21610,OFF-ST-10002974,Office Supplies,243.99,7.00,30.50
US-2016-125969,06-11-2016,LS-16975,FUR-CH-10001146,Furniture,81.42,2.00,-9.16
US-2016-125969,06-11-2016,LS-16975,FUR-FU-10003773,Furniture,238.56,3.00,26.24
US-2017-164147,02-02-2017,DW-13585,TEC-PH-10002293,Technology,59.97,5.00,-11.99
US-2017-164147,02-02-2017,DW-13585,OFF-PA-10002377,Office Supplies,78.30,2.00,29.36
US-2017-164147,02-02-2017,DW-13585,OFF-FA-10002780,Office Supplies,21.46,9.00,6.97
CA-2016-145583,13-10-2016,LC-16885,OFF-PA-10001804,Office Supplies,20.04,3.00,9.62
CA-2016-145583,13-10-2016,LC-16885,OFF-PA-10001736,Office Supplies,35.44,1.00,16.66
CA-2016-145583,13-10-2016,LC-16885,OFF-AR-10001149,Office Supplies,11.52,4.00,3.46
CA-2016-145583,13-10-2016,LC-16885,OFF-FA-10002988,Office Supplies,4.02,2.00,1.97
CA-2016-145583,13-10-2016,LC-16885,OFF-BI-10004781,Office Supplies,76.18,3.00,26.66
CA-2016-145583,13-10-2016,LC-16885,OFF-SU-10001218,Office Supplies,65.88,6.00,18.45
CA-2016-145583,13-10-2016,LC-16885,FUR-FU-10001706,Furniture,43.12,14.00,20.70
CA-2016-110366,05-09-2016,JD-15895,FUR-FU-10004848,Furniture,82.80,2.00,10.35
CA-2017-106180,18-09-2017,SH-19975,OFF-AR-10000940,Office Supplies,8.82,3.00,2.38
CA-2017-106180,18-09-2017,SH-19975,OFF-EN-10004030,Office Supplies,10.86,3.00,5.10
CA-2017-106180,18-09-2017,SH-19975,OFF-PA-10004327,Office Supplies,143.70,3.00,68.98
CA-2017-155376,22-12-2017,SG-20080,OFF-AP-10001058,Office Supplies,839.43,3.00,218.25
CA-2015-110744,07-09-2015,HA-14920,OFF-ST-10003656,Office Supplies,671.93,7.00,20.16
CA-2014-110072,22-10-2014,MG-17680,FUR-FU-10000521,Furniture,93.89,4.00,12.91
CA-2016-114489,05-12-2016,JE-16165,TEC-PH-10000215,Technology,384.45,11.00,103.80
CA-2016-114489,05-12-2016,JE-16165,TEC-PH-10001448,Technology,149.97,3.00,6.00
CA-2016-114489,05-12-2016,JE-16165,FUR-CH-10000454,Furniture,1951.84,8.00,585.55
CA-2016-114489,05-12-2016,JE-16165,OFF-BI-10002735,Office Supplies,171.55,5.00,80.63
CA-2016-158834,13-03-2016,TW-21025,OFF-AP-10000326,Office Supplies,157.92,5.00,17.77
CA-2016-158834,13-03-2016,TW-21025,TEC-PH-10001254,Technology,203.18,2.00,15.24
CA-2015-124919,31-05-2015,SP-20650,OFF-PA-10001950,Office Supplies,58.38,7.00,26.27
CA-2015-124919,31-05-2015,SP-20650,OFF-PA-10002254,Office Supplies,105.52,4.00,48.54
CA-2015-124919,31-05-2015,SP-20650,OFF-ST-10001590,Office Supplies,80.88,6.00,21.03
CA-2015-118948,28-05-2015,NK-18490,OFF-AR-10001547,Office Supplies,6.63,3.00,1.79
CA-2014-104269,01-03-2014,DB-13060,FUR-CH-10004063,Furniture,457.57,2.00,51.48
CA-2016-114104,20-11-2016,NP-18670,OFF-LA-10002475,Office Supplies,14.62,2.00,6.87
CA-2016-114104,20-11-2016,NP-18670,TEC-PH-10004536,Technology,944.93,7.00,236.23
CA-2016-162733,11-05-2016,TT-21070,OFF-PA-10002751,Office Supplies,5.98,1.00,2.69
CA-2015-119697,28-12-2015,EM-13960,TEC-AC-10003657,Technology,54.38,2.00,1.36
CA-2016-154508,16-11-2016,RD-19900,OFF-EN-10001990,Office Supplies,28.40,5.00,13.35
CA-2016-113817,07-11-2016,MJ-17740,OFF-BI-10004002,Office Supplies,27.68,2.00,9.69
CA-2014-139892,08-09-2014,BM-11140,OFF-AR-10004441,Office Supplies,9.94,3.00,2.73
CA-2014-139892,08-09-2014,BM-11140,TEC-MA-10000822,Technology,8159.95,8.00,-1359.99
CA-2014-139892,08-09-2014,BM-11140,OFF-ST-10000991,Office Supplies,275.93,3.00,-58.63
CA-2014-139892,08-09-2014,BM-11140,FUR-CH-10004287,Furniture,1740.06,9.00,-24.86
CA-2014-139892,08-09-2014,BM-11140,OFF-AR-10002656,Office Supplies,32.06,6.00,6.81
CA-2014-139892,08-09-2014,BM-11140,OFF-AP-10002518,Office Supplies,177.98,5.00,-453.85
CA-2014-139892,08-09-2014,BM-11140,TEC-PH-10003931,Technology,143.98,3.00,9.00
CA-2014-118962,05-08-2014,CS-12130,OFF-PA-10000659,Office Supplies,20.94,3.00,9.84
CA-2014-118962,05-08-2014,CS-12130,OFF-PA-10001144,Office Supplies,110.96,2.00,53.26
CA-2014-118962,05-08-2014,CS-12130,FUR-CH-10003817,Furniture,340.14,7.00,21.26
US-2014-100853,14-09-2014,JB-15400,OFF-AP-10000891,Office Supplies,52.45,2.00,-131.12
US-2014-100853,14-09-2014,JB-15400,OFF-LA-10003148,Office Supplies,20.16,4.00,6.55
US-2017-152366,21-04-2017,SJ-20500,OFF-AP-10002684,Office Supplies,97.26,4.00,-243.16
US-2015-101511,21-11-2015,JE-15745,FUR-CH-10004698,Furniture,396.80,7.00,-11.34
US-2015-101511,21-11-2015,JE-15745,OFF-SU-10002189,Office Supplies,15.88,5.00,-3.77
CA-2015-137225,15-12-2015,JK-15640,OFF-AR-10001940,Office Supplies,3.28,1.00,1.41
CA-2014-166191,05-12-2014,DK-13150,OFF-ST-10003455,Office Supplies,24.82,2.00,1.86
CA-2014-166191,05-12-2014,DK-13150,TEC-AC-10004659,Technology,408.74,7.00,76.64
CA-2014-158274,19-11-2014,RM-19675,TEC-PH-10003273,Technology,503.96,4.00,131.03
CA-2014-158274,19-11-2014,RM-19675,TEC-PH-10004896,Technology,149.95,5.00,41.99
CA-2014-158274,19-11-2014,RM-19675,TEC-AC-10002345,Technology,29.00,2.00,7.25
CA-2016-105018,28-11-2016,SK-19990,OFF-BI-10001890,Office Supplies,7.16,2.00,3.44
CA-2014-123260,26-08-2014,FM-14290,TEC-AC-10002323,Technology,176.80,8.00,22.98
CA-2016-157000,16-07-2016,AM-10360,OFF-ST-10001328,Office Supplies,37.22,3.00,3.72
CA-2016-157000,16-07-2016,AM-10360,OFF-PA-10001950,Office Supplies,20.02,3.00,6.26
CA-2015-102281,12-10-2015,MP-17470,FUR-BO-10002613,Furniture,899.14,4.00,112.39
CA-2015-102281,12-10-2015,MP-17470,TEC-PH-10001552,Technology,71.76,6.00,20.09
CA-2015-102281,12-10-2015,MP-17470,OFF-PA-10000061,Office Supplies,51.84,8.00,24.88
CA-2015-102281,12-10-2015,MP-17470,FUR-BO-10002545,Furniture,626.35,3.00,46.98
CA-2015-102281,12-10-2015,MP-17470,OFF-AR-10003514,Office Supplies,19.90,5.00,6.57
CA-2015-131457,31-10-2015,MZ-17515,OFF-EN-10001509,Office Supplies,14.28,7.00,6.71
CA-2014-140004,21-03-2014,CB-12025,OFF-AR-10004685,Office Supplies,7.41,2.00,1.20
CA-2014-140004,21-03-2014,CB-12025,OFF-AR-10004027,Office Supplies,6.05,3.00,1.59
CA-2017-107720,06-11-2017,VM-21685,OFF-ST-10001414,Office Supplies,46.26,3.00,12.03
US-2017-124303,06-07-2017,FH-14365,OFF-BI-10000343,Office Supplies,2.95,2.00,-2.26
US-2017-124303,06-07-2017,FH-14365,OFF-PA-10002749,Office Supplies,16.06,3.00,5.82
CA-2017-105074,24-06-2017,MB-17305,OFF-PA-10002666,Office Supplies,21.74,3.00,6.80
CA-2014-133690,03-08-2014,BS-11755,FUR-TA-10004289,Furniture,218.75,2.00,-161.88
CA-2014-133690,03-08-2014,BS-11755,OFF-AP-10003622,Office Supplies,2.60,1.00,0.29
US-2017-116701,17-12-2017,LC-17140,OFF-AP-10003217,Office Supplies,66.28,2.00,-178.97
CA-2017-126382,03-06-2017,HK-14890,FUR-FU-10002960,Furniture,35.17,7.00,9.67
CA-2017-108329,09-12-2017,LE-16810,TEC-PH-10001918,Technology,444.77,4.00,44.48
CA-2017-135860,01-12-2017,JH-15985,OFF-ST-10000642,Office Supplies,83.92,4.00,5.87
CA-2017-135860,01-12-2017,JH-15985,TEC-PH-10001700,Technology,131.98,2.00,35.63
CA-2017-135860,01-12-2017,JH-15985,OFF-BI-10003274,Office Supplies,15.92,4.00,7.48
CA-2017-135860,01-12-2017,JH-15985,OFF-FA-10000134,Office Supplies,52.29,9.00,16.21
CA-2017-135860,01-12-2017,JH-15985,OFF-ST-10001522,Office Supplies,91.99,1.00,3.68
CA-2015-101007,09-02-2015,MS-17980,TEC-AC-10001266,Technology,20.80,2.00,6.50
CA-2015-146262,02-01-2015,VW-21775,OFF-LA-10004544,Office Supplies,23.68,2.00,8.88
CA-2015-146262,02-01-2015,VW-21775,FUR-BO-10004695,Furniture,452.45,5.00,-244.32
CA-2015-146262,02-01-2015,VW-21775,TEC-PH-10002844,Technology,62.98,3.00,-14.70
CA-2015-146262,02-01-2015,VW-21775,TEC-MA-10000864,Technology,1188.00,9.00,-950.40
CA-2015-146262,02-01-2015,VW-21775,TEC-AC-10000109,Technology,89.58,2.00,4.48
CA-2016-130162,28-10-2016,JH-15910,OFF-ST-10001328,Office Supplies,93.06,6.00,26.06
CA-2016-130162,28-10-2016,JH-15910,TEC-PH-10002563,Technology,302.38,3.00,22.68
CA-2015-169397,24-12-2015,JB-15925,OFF-FA-10000585,Office Supplies,5.58,2.00,1.81
CA-2015-169397,24-12-2015,JB-15925,OFF-PA-10004000,Office Supplies,22.70,6.00,8.23
CA-2015-169397,24-12-2015,JB-15925,OFF-BI-10002852,Office Supplies,19.78,4.00,-13.84
CA-2015-169397,24-12-2015,JB-15925,FUR-FU-10000087,Furniture,72.70,4.00,19.08
CA-2015-169397,24-12-2015,JB-15925,TEC-MA-10001148,Technology,479.99,4.00,-383.99
CA-2015-169397,24-12-2015,JB-15925,OFF-AR-10001958,Office Supplies,27.17,2.00,2.72
CA-2015-163055,09-08-2015,DS-13180,OFF-AR-10001026,Office Supplies,2.20,1.00,0.97
CA-2015-163055,09-08-2015,DS-13180,FUR-TA-10003748,Furniture,622.45,5.00,136.94
CA-2015-163055,09-08-2015,DS-13180,OFF-ST-10002485,Office Supplies,21.98,1.00,0.22
US-2015-145436,28-02-2015,VD-21670,FUR-CH-10004860,Furniture,161.57,2.00,-28.27
US-2015-145436,28-02-2015,VD-21670,FUR-CH-10004477,Furniture,389.70,8.00,43.84
US-2014-156216,13-09-2014,EA-14035,OFF-BI-10001679,Office Supplies,18.65,7.00,-12.43
US-2017-100930,07-04-2017,CS-12400,FUR-TA-10001705,Furniture,233.86,2.00,-102.05
US-2017-100930,07-04-2017,CS-12400,FUR-TA-10003473,Furniture,620.61,3.00,-248.25
US-2017-100930,07-04-2017,CS-12400,OFF-BI-10001679,Office Supplies,5.33,2.00,-3.55
US-2017-100930,07-04-2017,CS-12400,FUR-FU-10004017,Furniture,258.07,3.00,0.00
US-2017-100930,07-04-2017,CS-12400,TEC-AC-10003832,Technology,617.98,3.00,-7.72
CA-2017-160514,12-11-2017,DB-13120,OFF-PA-10002479,Office Supplies,10.56,2.00,4.75
CA-2016-157749,04-06-2016,KL-16645,OFF-PA-10003349,Office Supplies,25.92,5.00,9.40
CA-2016-157749,04-06-2016,KL-16645,FUR-FU-10000576,Furniture,419.68,5.00,-356.73
CA-2016-157749,04-06-2016,KL-16645,FUR-FU-10004351,Furniture,11.69,3.00,-4.68
CA-2016-157749,04-06-2016,KL-16645,TEC-PH-10000011,Technology,31.98,2.00,11.19
CA-2016-157749,04-06-2016,KL-16645,FUR-TA-10002607,Furniture,177.23,5.00,-120.51
CA-2016-157749,04-06-2016,KL-16645,FUR-FU-10002505,Furniture,4.04,3.00,-2.83
CA-2016-157749,04-06-2016,KL-16645,OFF-AR-10004685,Office Supplies,7.41,2.00,1.20
CA-2014-131926,01-06-2014,DW-13480,FUR-CH-10004063,Furniture,2001.86,7.00,580.54
CA-2014-131926,01-06-2014,DW-13480,OFF-ST-10002276,Office Supplies,166.72,2.00,41.68
CA-2014-131926,01-06-2014,DW-13480,OFF-PA-10004082,Office Supplies,47.88,6.00,23.94
CA-2014-131926,01-06-2014,DW-13480,OFF-AP-10002945,Office Supplies,1503.25,5.00,496.07
CA-2014-131926,01-06-2014,DW-13480,OFF-PA-10000061,Office Supplies,25.92,4.00,12.44
CA-2016-154739,10-12-2016,LH-17155,FUR-CH-10002965,Furniture,321.57,2.00,28.14
CA-2016-145625,11-09-2016,KC-16540,OFF-PA-10004569,Office Supplies,7.61,1.00,3.58
CA-2016-145625,11-09-2016,KC-16540,TEC-AC-10003832,Technology,3347.37,13.00,636.00
CA-2016-146941,10-12-2016,DL-13315,OFF-ST-10001228,Office Supplies,80.58,6.00,22.56
CA-2016-146941,10-12-2016,DL-13315,OFF-EN-10003296,Office Supplies,361.92,4.00,162.86
US-2015-159982,28-11-2015,DR-12880,FUR-FU-10002505,Furniture,12.13,9.00,-8.49
US-2015-159982,28-11-2015,DR-12880,OFF-ST-10004804,Office Supplies,82.37,2.00,-19.56
US-2015-159982,28-11-2015,DR-12880,OFF-ST-10001590,Office Supplies,53.92,5.00,4.04
US-2015-159982,28-11-2015,DR-12880,TEC-PH-10001580,Technology,647.90,6.00,56.69
CA-2017-163139,01-12-2017,CC-12670,TEC-AC-10000290,Technology,20.37,3.00,6.93
CA-2017-163139,01-12-2017,CC-12670,OFF-ST-10002790,Office Supplies,221.55,3.00,6.65
CA-2017-163139,01-12-2017,CC-12670,OFF-BI-10003460,Office Supplies,17.52,5.00,6.13
US-2017-155299,08-06-2017,Dl-13600,OFF-AP-10002203,Office Supplies,1.62,2.00,-4.47
US-2014-106992,19-09-2014,SB-20290,TEC-MA-10000822,Technology,3059.98,3.00,-510.00
US-2014-106992,19-09-2014,SB-20290,TEC-MA-10003353,Technology,2519.96,7.00,-252.00
CA-2016-125318,06-06-2016,RC-19825,TEC-PH-10001433,Technology,328.22,4.00,28.72
CA-2015-155040,10-11-2015,AH-10210,TEC-AC-10004469,Technology,79.90,2.00,35.16
CA-2017-136826,16-06-2017,CB-12535,OFF-AR-10003602,Office Supplies,14.02,3.00,4.73
CA-2016-111010,22-01-2016,PG-18895,OFF-FA-10003472,Office Supplies,7.56,6.00,0.30
US-2017-145366,09-12-2017,CA-12310,OFF-ST-10004180,Office Supplies,37.21,1.00,-7.44
US-2017-145366,09-12-2017,CA-12310,OFF-EN-10004386,Office Supplies,57.58,3.00,21.59
CA-2017-163979,28-12-2017,KH-16690,OFF-ST-10003208,Office Supplies,725.84,4.00,210.49
CA-2015-155334,30-07-2015,HA-14920,TEC-AC-10003628,Technology,209.93,7.00,92.37
